Restaurant_Name,Rating,Cuisine_Type,Cost_for_One,Delivery_Time (min),OFF_offer,Url_link
Banashankari Donne Biriyani,4,Biryani,¹ 150.00,45,NA,https://www.zomato.com/bangalore/banashankari-donne-biriyani-banashankari/order
MCB Donne Biryani,3.7,"Biryani, South Indian",¹ 150.00,45,NA,https://www.zomato.com/bangalore/mcb-donne-biryani-1-rt-nagar-bangalore/order
Zoey's,3.9,"Cafe, Coffee, Continental, Italian, Chinese, Desserts, Shake, Beverages",¹ 150.00,59,Free Garlic Bread,https://www.zomato.com/bangalore/zoeys-koramangala-5th-block-bangalore/order
Banarasi Kitchen,3.7,"North Indian, Chinese",¹ 150.00,53,NA,https://www.zomato.com/bangalore/banarasi-kitchen-rajajinagar-bangalore/order
Udupi Sri Krishna Bhavan - Since 1926,4.4,"South Indian, North Indian, Chinese, Biryani, Desserts",¹ 150.00,47,NA,https://www.zomato.com/bangalore/udupi-sri-krishna-bhavan-since-1926-basavanagudi-bangalore/order
Roti Tawa Ki,4.2,"North Indian, Chinese",¹ 150.00,55,10% OFF,https://www.zomato.com/bangalore/roti-tawa-ki-koramangala-6th-block-bangalore/order
Cafe Zyke,3.8,"Fast Food, Street Food, Rolls, Beverages, Shake",¹ 150.00,36,NA,https://www.zomato.com/bangalore/cafe-zyke-shivajinagar-bangalore/order
Iyengars Bakery,4.3,"Bakery, Desserts, Mithai, Fast Food",¹ 150.00,48,NA,https://www.zomato.com/bangalore/iyengars-bakery-vijay-nagar-bangalore/order
Bombay Kulfi,4.5,"Ice Cream, Desserts",¹ 150.00,47,NA,https://www.zomato.com/bangalore/bombay-kulfi-koramangala-6th-block-bangalore/order
Uttara Karnataka Jolada Rotati & Chapati Store,4,"South Indian, Street Food",¹ 150.00,41,NA,https://www.zomato.com/bangalore/uttara-karnataka-jolada-rotati-chapati-store-basavanagudi-bangalore/order
Chianti,4.2,"Italian, Pizza, Pasta, Desserts, Salad",¹ 150.00,36,30% OFF,https://www.zomato.com/bangalore/chianti-mg-road-bangalore/order
MCB Donne Biryani,3.8,"Biryani, North Indian, Mughlai, Chinese, Momos, Shake, Ice Cream, Beverages",¹ 400.00,52,NA,https://www.zomato.com/bangalore/mcb-donne-biryani-rt-nagar-bangalore/order
Savji's Roll 'N' Biryani,4,"North Indian, Chinese, South Indian, Rolls, Biryani, Sandwich, Burger, Fast Food",¹ 200.00,49,NA,https://www.zomato.com/bangalore/savjis-roll-n-biryani-vijay-nagar/order
Dalma,4.1,"Odia, Seafood, Desserts",¹ 300.00,56,NA,https://www.zomato.com/bangalore/dalma-koramangala-6th-block/order
Sindhoora Gardenia,4.1,"North Indian, Chinese, Pasta, Biryani, Pizza, Seafood, Continental",¹ 400.00,61,NA,https://www.zomato.com/bangalore/sindhoora-gardenia-1-banashankari-bangalore/order
Punjab Rajasthan Express Restaurant,3.7,North Indian,¹ 200.00,48,NA,https://www.zomato.com/bangalore/punjab-rajasthan-express-restaurant-majestic-bangalore/order
Absolute Chinese,4,"Chinese, Asian, Continental, Thai, Sichuan",¹ 200.00,45,NA,https://www.zomato.com/bangalore/absolute-chinese-rajajinagar/order
Foo Brigade Road,4.4,"Chinese, Sushi, Asian, Japanese, Desserts",¹ 800.00,40,NA,https://www.zomato.com/bangalore/foo-brigade-road-brigade-road-bangalore/order
Gourmet Ice Cream Cakes By Baskin Robbins,3.8,Ice Cream,¹ 100.00,36,NA,https://www.zomato.com/bangalore/gourmet-ice-cream-cakes-by-baskin-robbins-2-brigade-road-bangalore/order
Green Chilly,4.2,"North Indian, Chinese, Beverages, Shake",¹ 200.00,46,NA,https://www.zomato.com/bangalore/green-chilly-rajajinagar-bangalore/order
Nirula's,3.3,"Ice Cream, Desserts, Momos, Beverages",¹ 150.00,54,40% OFF,https://www.zomato.com/bangalore/nirulas-indiranagar-bangalore/order
Thalassery Cafe,4,"Street Food, Chinese, Kerala, South Indian, Seafood, Desserts, Ice Cream, Beverages",¹ 150.00,47,NA,https://www.zomato.com/bangalore/thalassery-cafe-btm/order
Little Italy,3.8,"Italian, Pizza, Pasta, Continental, Desserts, Healthy Food, Beverages",¹ 950.00,48,   150 OFF,https://www.zomato.com/bangalore/little-italy-jayanagar-bangalore/order
Sri Durga Chats & Juice,4.2,"Fast Food, Street Food, Beverages, Desserts",¹ 50.00,47,NA,https://www.zomato.com/bangalore/sri-durga-chats-juice-vijay-nagar-bangalore/order
Melange - By Asha Sweet Center,4.3,"Fast Food, Pizza, Sandwich, Pasta, Tea, Beverages",¹ 50.00,50,NA,https://www.zomato.com/bangalore/melange-by-asha-sweet-center-rajajinagar-bangalore/order
Zhang's - Chinese Restaurant,4,"Chinese, Asian, Thai",¹ 50.00,58,NA,https://www.zomato.com/bangalore/zhangs-chinese-restaurant-jp-nagar-bangalore/order
Renjz Kitchen,4.3,South Indian,¹ 50.00,63,NA,https://www.zomato.com/bangalore/renjz-kitchen-btm-bangalore/order
Maggi Mane,4.2,"Fast Food, Beverages",¹ 50.00,40,NA,https://www.zomato.com/bangalore/maggi-mane-majestic-bangalore/order
Kadai,4.3,"North Indian, Chinese, South Indian, Seafood",¹ 50.00,52,NA,https://www.zomato.com/bangalore/kadai-basaveshwara-nagar/order
Kamat Hotel,4,"South Indian, North Indian, Chinese, Street Food, Fast Food, Beverages, Shake",¹ 50.00,41,NA,https://www.zomato.com/bangalore/kamat-hotel-basavanagudi-bangalore/order
Hotel Bilal Biriyani Centre,3.9,"Biryani, North Indian",¹ 50.00,37,NA,https://www.zomato.com/bangalore/hotel-bilal-biriyani-centre-mysore-road-bangalore/order
The Dragon,4.3,"Chinese, Asian, Thai, Seafood",¹ 50.00,55,NA,https://www.zomato.com/bangalore/the-dragon-jayanagar-bangalore/order
Sendhoor Nataraaj Restaurant,4.4,"Kebab, Biryani, BBQ, Roast Chicken",¹ 50.00,42,NA,https://www.zomato.com/bangalore/sendhoor-nataraaj-restaurant-ulsoor-bangalore/order
Ajji Ruchi Kitchen,4.4,"North Indian, South Indian, Street Food, Beverages",¹ 50.00,48,NA,https://www.zomato.com/bangalore/ajji-ruchi-kitchen-1-koramangala-8th-block-bangalore/order
S M V Snacks Corner,4.2,"Fast Food, Street Food, Ice Cream, Desserts, Sichuan",¹ 50.00,43,NA,https://www.zomato.com/bangalore/s-m-v-snacks-corner-basavanagudi/order
Cardamom- Ghar Ka Swad,4,"North Indian, Street Food, Bihari",¹ 200.00,55,40% OFF,https://www.zomato.com/bangalore/cardamom-ghar-ka-swad-1-btm-bangalore/order
Beegara Mane Baadoota,3.6,"Biryani, North Indian, Mughlai, South Indian",¹ 200.00,51,Free Ragi Ball [1 Piece],https://www.zomato.com/bangalore/beegara-mane-baadoota-vijay-nagar-bangalore/order
Mayura 1989 Andhra Speciality Restaurant,4.1,"Andhra, Mughlai, Chinese, Kebab, North Indian, Beverages, Desserts",¹ 200.00,44,NA,https://www.zomato.com/bangalore/mayura-1989-andhra-speciality-restaurant-rajajinagar-bangalore/order
Naidu Garu Biryani,4,"Biryani, Chinese, Andhra, Seafood, Street Food",¹ 200.00,58,NA,https://www.zomato.com/bangalore/naidu-garu-biryani-1-btm-bangalore/order
Itminaan Matka Biryani - Slow Cooked,4.6,"Biryani, North Indian, Desserts, Beverages",¹ 200.00,39,60% OFF,https://www.zomato.com/bangalore/itminaan-matka-biryani-slow-cooked-shanti-nagar-bangalore/order
Blends Of Biryani,4.3,"Biryani, Chinese, Mughlai",¹ 200.00,63,NA,https://www.zomato.com/bangalore/blends-of-biryani-2-kammanahalli-bangalore/order
Cafe Azzure,3.9,"Cafe, Continental, Mexican, Italian, Fast Food, Desserts, Beverages",¹ 200.00,43,NA,https://www.zomato.com/bangalore/cafe-azzure-mg-road/order
Gabru Di Chaap,3.9,"North Indian, Momos, Fast Food, Wraps, Beverages",¹ 200.00,NA,   150 OFF,https://www.zomato.com/bangalore/gabru-di-chaap-thippasandra-bangalore/order
Mangalore Sea Palate,4.2,"North Indian, Mughlai, Seafood, Chinese, Biryani, Desserts, Beverages",¹ 200.00,51,NA,https://www.zomato.com/bangalore/mangalore-sea-palate-jayanagar-bangalore/order
Twiststick House,3.7,"Chinese, Fast Food, Beverages",¹ 200.00,38,NA,https://www.zomato.com/bangalore/twiststick-house-basavanagudi-bangalore/order
Kartik's Mithai Shoppe,4.4,"Mithai, Street Food",¹ 200.00,52,NA,https://www.zomato.com/bangalore/kartiks-mithai-shoppe-indiranagar/order
Cane Hut,4.1,"Fast Food, Burger, Beverages, Ice Cream, Momos",¹ 200.00,54,NA,https://www.zomato.com/bangalore/cane-hut-jayanagar-bangalore/order
Mithaicana,4.2,"Mithai, Desserts",¹ 300.00,56,NA,https://www.zomato.com/bangalore/mithaicana-jayanagar-bangalore/order
FoodX Restaurant,4,"Chinese, South Indian, Beverages, Sichuan",¹ 150.00,32,NA,https://www.zomato.com/bangalore/foodx-restaurant-vasanth-nagar-bangalore/order
Parijata Pure Veg,4.1,"South Indian, Street Food, Beverages, Shake",¹ 150.00,26,NA,https://www.zomato.com/bangalore/parijata-pure-veg-richmond-town-bangalore/order
Hotel Godavari,4,"North Indian, Chinese, Biryani, Beverages",¹ 350.00,51,NA,https://www.zomato.com/bangalore/hotel-godavari-btm/order
Aadvik Ka Kitchen,4,"North Indian, Chinese, South Indian, Street Food, Beverages, Sichuan",¹ 150.00,56,NA,https://www.zomato.com/bangalore/aadvik-ka-kitchen-2-rt-nagar-bangalore/order
Milano Ice Cream,4.4,"Ice Cream, Desserts, Beverages",¹ 200.00,NA,NA,https://www.zomato.com/bangalore/milano-ice-cream-indiranagar/order
Kabab Manor,4.1,"North Indian, Biryani, Fast Food, Chinese, Beverages",¹ 200.00,40,NA,https://www.zomato.com/bangalore/kabab-manor-rt-nagar/order
Egg Adda Upahara,4.1,Street Food,¹ 100.00,41,NA,https://www.zomato.com/bangalore/egg-adda-upahara-rajajinagar-bangalore/order
Asia Kitchen By Mainland China,4.3,"Chinese, Thai, Korean, Sushi, Asian",¹ 350.00,38,NA,https://www.zomato.com/bangalore/asia-kitchen-by-mainland-china-church-street-bangalore/order
Pathaan Sir,3.9,"Rolls, Chinese, Momos, Fast Food",¹ 150.00,42,   200 OFF,https://www.zomato.com/bangalore/pathaan-sir-frazer-town/order
Sri Krishna Sagar,3.9,"South Indian, North Indian, Chinese, Fast Food, Street Food",¹ 200.00,59,NA,https://www.zomato.com/bangalore/sri-krishna-sagar-2-btm/order
Fabelle Chocolates - ITC Gardenia,3.8,Desserts,¹ 350.00,29,40% OFF,https://www.zomato.com/bangalore/fabelle-chocolates-itc-gardenia-richmond-road-bangalore/order
Pizza Nation,3.5,Pizza,¹ 200.00,61,NA,https://www.zomato.com/bangalore/pizza-nation-banashankari-bangalore/order
Gyani Da Punjabi Dhaba,4.2,"North Indian, Mughlai, Chinese",¹ 200.00,59,15% OFF,https://www.zomato.com/bangalore/gyani-da-punjabi-dhaba-btm/order
Bhole Ke Chole,3.4,"North Indian, Desserts, Beverages",¹ 150.00,45,20% OFF,https://www.zomato.com/bangalore/bhole-ke-chole-majestic-bangalore/order
Kake Di Hatti,3.6,"North Indian, Chinese, Fast Food, Desserts, Beverages",¹ 400.00,NA,NA,https://www.zomato.com/bangalore/kake-di-hatti-indiranagar-bangalore/order
A N Food Corner,3.7,"Biryani, Chinese",¹ 150.00,54,40% OFF,https://www.zomato.com/bangalore/a-n-food-corner-rajajinagar-bangalore/order
Thar The Taste Of Rajasthan,4,North Indian,¹ 100.00,62,NA,https://www.zomato.com/bangalore/thar-the-taste-of-rajasthan-koramangala-5th-block-bangalore/order
Davanagere Benne Dose Mane,3.1,South Indian,¹ 100.00,49,NA,https://www.zomato.com/bangalore/davanagere-benne-dose-mane-rajajinagar-bangalore/order
Pipabu,4,"Continental, Italian, Chinese, Fast Food, Pizza, Burger, Sichuan, Beverages",¹ 400.00,53,NA,https://www.zomato.com/bangalore/pipabu-basavanagudi-bangalore/order
Namma Kudla,4.2,"Mangalorean, North Indian, Chinese, Biryani, Seafood",¹ 200.00,58,NA,https://www.zomato.com/bangalore/namma-kudla-jp-nagar/order
Roast 'N' Frost,3.9,Fast Food,¹ 150.00,53,NA,https://www.zomato.com/bangalore/roast-n-frost-1-rajajinagar-bangalore/order
GLOBO Ice Creams Of The World,4.4,"Ice Cream, Desserts",¹ 100.00,21,50% OFF,https://www.zomato.com/bangalore/globo-ice-creams-of-the-world-shanti-nagar-bangalore/order
Burger Elite,4.3,"Burger, Fast Food",¹ 100.00,48,NA,https://www.zomato.com/bangalore/burger-elite-rajajinagar-bangalore/order
Hotel Shangrila,4.1,"Chinese, Tibetan, Asian, Sichuan",¹ 200.00,37,NA,https://www.zomato.com/bangalore/hotel-shangrila-brigade-road/order
Ambur Star Dum Biryani,3.3,"Biryani, Kebab",¹ 200.00,48,NA,https://www.zomato.com/bangalore/ambur-star-dum-biryani-jayanagar/order
Melting Cheese,3.3,"Pizza, Sandwich, Burger, Rolls, Pasta, Fast Food, Street Food",¹ 200.00,52,NA,https://www.zomato.com/bangalore/melting-cheese-basavanagudi-bangalore/order
Dhatu Organic Stores & Kitchen,4.3,"South Indian, Healthy Food, Chinese, Fast Food, Desserts, Beverages",¹ 200.00,59,Free Ragi Laddu,https://www.zomato.com/bangalore/dhatu-organic-stores-kitchen-jayanagar-bangalore/order
Vijaynagara Egg Adda,4.1,Chinese,¹ 200.00,41,NA,https://www.zomato.com/bangalore/vijaynagara-egg-adda-rajajinagar-bangalore/order
Hotel Tom's Restaurant,4.2,"Mangalorean, North Indian, Seafood, Chinese, Biryani",¹ 200.00,33,   150 OFF,https://www.zomato.com/bangalore/hotel-toms-restaurant-brigade-road-bangalore/order
Hello Hotel,3.7,South Indian,¹ 200.00,52,NA,https://www.zomato.com/bangalore/hello-hotel-koramangala-4th-block-bangalore/order
Marwari Basa,4.1,"Rajasthani, North Indian, Beverages",¹ 200.00,65,NA,https://www.zomato.com/bangalore/marwari-basa-koramangala-1st-block-bangalore/order
Vijayanagar Vaibhav,4.1,"South Indian, North Indian, Chinese, Fast Food, Street Food, Desserts, Shake, Juices",¹ 200.00,51,NA,https://www.zomato.com/bangalore/vijayanagar-vaibhav-vijay-nagar-bangalore/order
Enchante by Chai Point,3.1,"Tea, Shake, Desserts, Beverages",¹ 200.00,38,50% OFF,https://www.zomato.com/bangalore/enchante-by-chai-point-1-church-street-bangalore/order
Yakitori Yard,4.3,"Asian, Chinese, Sichuan, Momos",¹ 200.00,65,NA,https://www.zomato.com/bangalore/yakitori-yard-btm-bangalore/order
The Happy Panda,3.5,"Chinese, Momos, Sichuan, Seafood, Pizza",¹ 200.00,62,NA,https://www.zomato.com/bangalore/the-happy-panda-btm-bangalore/order
Pure & Natural,4.2,"Healthy Food, Beverages, Fast Food, Italian, Juices, Salad, Shake",¹ 100.00,58,NA,https://www.zomato.com/bangalore/pure-natural-jayanagar/order
Omm Nom Nomm,4.7,"Ice Cream, Desserts",¹ 100.00,46,NA,https://www.zomato.com/bangalore/omm-nom-nomm-koramangala-8th-block-bangalore/order
MM Prashanth Hotel,4.2,"Biryani, South Indian, North Indian, Street Food",¹ 100.00,41,NA,https://www.zomato.com/bangalore/mm-prashanth-hotel-rajajinagar-bangalore/order
Vera Italiano,4.1,"Italian, Fast Food, Pasta, Pizza, Desserts, Beverages",¹ 100.00,60,NA,https://www.zomato.com/bangalore/vera-italiano-koramangala-6th-block-bangalore/order
Lassi Day Cafe,3.9,"Shake, Coffee, Beverages, Fast Food, Street Food, Momos, Ice Cream, Desserts",¹ 100.00,49,NA,https://www.zomato.com/bangalore/lassi-day-cafe-rt-nagar-bangalore/order
The Home Food,3.6,North Indian,¹ 100.00,49,Free Butter Milk,https://www.zomato.com/bangalore/the-home-food-4-rt-nagar-bangalore/order
Chole Bhatura And Parathas,3.4,North Indian,¹ 100.00,68,40% OFF,https://www.zomato.com/bangalore/chole-bhatura-and-parathas-btm-bangalore/order
Dakshin,4,"North Indian, South Indian",¹ 100.00,36,NA,https://www.zomato.com/bangalore/dakshin-wilson-garden/order
Paris Restaurant,4,"North Indian, Chinese, Biryani, Seafood, Mughlai",¹ 100.00,48,NA,https://www.zomato.com/bangalore/paris-restaurant-yeshwantpur/order
Mallu Family Restaurant,3.8,"Arabian, Biryani, Chinese, South Indian, Kerala, Shake, Juices, Beverages",¹ 100.00,53,20% OFF,https://www.zomato.com/bangalore/mallu-family-restaurant-btm-bangalore/order
Sree Ganesha Chats & Foods,3.9,"Street Food, Chinese",¹ 100.00,50,NA,https://www.zomato.com/bangalore/sree-ganesha-chats-foods-2-rajajinagar-bangalore/order
Fanoos Xprss Since 1975,3.4,"Rolls, Fast Food, North Indian, Biryani, Street Food, Mandi, Iranian",¹ 100.00,53,   150 OFF,https://www.zomato.com/bangalore/fanoos-xprss-since-1975-jayanagar-bangalore/order
Little Baghdad,4.4,"Shawarma, Arabian, Fast Food, BBQ, Desserts",¹ 200.00,65,NA,https://www.zomato.com/bangalore/little-baghdad-kammanahalli-bangalore/order
Donne Biriyani Hub,4.1,"Biryani, Sandwich, Chinese, North Indian, Rolls, Shake, Juices",¹ 200.00,47,NA,https://www.zomato.com/bangalore/donne-biriyani-hub-1-domlur-bangalore/order
New Kairali Restaurant,4.1,"Kerala, South Indian, North Indian, Chinese, Biryani",¹ 200.00,55,NA,https://www.zomato.com/bangalore/new-kairali-restaurant-kammanahalli/order
Pizza-Man,4.5,"Pizza, Italian, Ice Cream, Desserts, Shake, Beverages",¹ 200.00,41,NA,https://www.zomato.com/bangalore/pizza-man-basavanagudi-bangalore/order
Burger@69,3.2,"Burger, Pizza, Fast Food, Street Food",¹ 200.00,51,NA,https://www.zomato.com/bangalore/burger@69-rajajinagar-bangalore/order
Cafe Mondo,4.2,"Pizza, Italian, Pasta, Coffee, Desserts, Burger, European, Healthy Food",¹ 200.00,45,20% OFF,https://www.zomato.com/bangalore/cafe-mondo-basavanagudi/order
Sri Udupi Swadista,3.7,"South Indian, North Indian, Chinese, Sandwich, Street Food, Desserts, Shake, Beverages",¹ 200.00,57,60% OFF,https://www.zomato.com/bangalore/sri-udupi-swadista-btm-bangalore/order
Dawa Hot Momos - Darjeeling Style,4.1,"Chinese, Momos, Sichuan",¹ 200.00,50,30% OFF,https://www.zomato.com/bangalore/dawa-hot-momos-darjeeling-style-koramangala-5th-block-bangalore/order
New Ambur Biryani,3.5,"Biryani, Fast Food",¹ 200.00,38,Free Gobhi Pepper Fry,https://www.zomato.com/bangalore/new-ambur-biryani-shanti-nagar/order
Anupam's Coast II Coast,4.1,"Seafood, South Indian, Chinese, Mangalorean, Oriental",¹ 200.00,36,20% OFF,https://www.zomato.com/bangalore/anupams-coast-ii-coast-church-street-bangalore/order
Tenzin Kitchen,4.3,"Tibetan, Chinese, Sichuan, Asian",¹ 200.00,58,NA,https://www.zomato.com/bangalore/tenzin-kitchen-koramangala-7th-block/order
Bhojohori Manna,4.2,"Bengali, North Indian, Seafood, Mishti",¹ 200.00,59,10% OFF,https://www.zomato.com/bangalore/bhojohori-manna-koramangala-6th-block/order
Dharmik Veg,3.6,South Indian,¹ 100.00,42,NA,https://www.zomato.com/bangalore/dharmik-veg-frazer-town-bangalore/order
Bhagathram Sweets,3.5,"Mithai, North Indian, Fast Food, Street Food, Beverages",¹ 100.00,37,NA,https://www.zomato.com/bangalore/bhagathram-sweets-commercial-street-bangalore/order
Chihan Restaurant,4.3,"South Indian, Seafood, Asian",¹ 100.00,55,NA,https://www.zomato.com/bangalore/chihan-restaurant-1-ejipura-bangalore/order
Jook Taproom,3.8,"North Indian, South Indian, Chinese, Pizza, Fast Food, Biryani, Asian, Bar Food",¹ 100.00,59,NA,https://www.zomato.com/bangalore/jook-taproom-indiranagar-bangalore/order
BigBites,4,"Fast Food, Momos, Street Food",¹ 100.00,47,   200 OFF,https://www.zomato.com/bangalore/bigbites-seshadripuram-bangalore/order
Rajasthani Dhaba,3.8,"Rajasthani, North Indian",¹ 100.00,30,NA,https://www.zomato.com/bangalore/rajasthani-dhaba-shanti-nagar-bangalore/order
CakeWalk,4.3,"Bakery, Fast Food, Desserts, Beverages",¹ 100.00,48,NA,https://www.zomato.com/bangalore/cakewalk-indiranagar/order
Shyam Mishra Juice Centre,4,Shake,¹ 100.00,29,NA,https://www.zomato.com/bangalore/shyam-mishra-juice-centre-vasanth-nagar-bangalore/order
Karavali Lunch Home,4,"South Indian, Chinese, Seafood",¹ 100.00,57,NA,https://www.zomato.com/bangalore/karavali-lunch-home-jp-nagar-bangalore/order
Udupi Upachar,3.6,South Indian,¹ 100.00,58,Free Lime Juice,https://www.zomato.com/bangalore/udupi-upachar-btm-bangalore/order
Vindhu Restaurant,3.7,"South Indian, Chinese",¹ 100.00,62,NA,https://www.zomato.com/bangalore/vindhu-restaurant-indiranagar-bangalore/order
Poha House,3.8,"Street Food, Maharashtrian",¹ 100.00,58,NA,https://www.zomato.com/bangalore/poha-house-btm-bangalore/order
Cafe Noir,4.3,"Italian, Continental, French, Cafe, Pizza, Desserts, Juices, Beverages",¹ 300.00,28,30% OFF,https://www.zomato.com/bangalore/cafe-noir-lavelle-road/order
Suchali's Artisan Bakehouse,4.3,"Bakery, Desserts, Beverages",¹ 300.00,40,10% OFF,https://www.zomato.com/bangalore/suchalis-artisan-bakehouse-infantry-road-bangalore/order
Swaad Kitchen Mart,4.1,"Pasta, South Indian, Beverages, Italian, North Indian, Juices",¹ 300.00,46,Free Plain Buttermilk,https://www.zomato.com/bangalore/swaad-kitchen-mart-rajajinagar-bangalore/order
Priyadarshini Restaurant,4.4,"South Indian, Mithai, Beverages, Juices, Shake, Ice Cream",¹ 300.00,36,NA,https://www.zomato.com/bangalore/priyadarshini-restaurant-majestic/order
